Número Identificador,Nome,Artigos Completos em Periódicos,Ano do Primeiro Artigo,Ano do Último Artigo,Livros Publicados/Organizados,Ano do Primeiro Livro,Ano do Último Livro,Capítulos de Livros Publicados,Ano do Primeiro Capítulo,Ano do Último Capítulo,Trabalhos Completos em Anais de Congressos,Ano do Primeiro Trabalho,Ano do Último Trabalho,Resumos Expandidos em Anais de Congressos,Ano do Primeiro Resumo Expandido,Ano do Último Resumo Expandido,Resumos em Anais de Congressos,Ano do Primeiro Resumo,Ano do Último Resumo,Apresentação de Trabalhos,Ano da Primeira Apresentação,Ano da Última Apresentação
0045062924268044,Carolina Mallmann Wallauer de Mattos,1,2020,2020,0,,,0,,,0,,,0,,,0,,,1,2014,2014
0045110702353083,Claudia Regina Vasconcelos Bertoso Leite,4,2012,2014,0,,,3,2014,2016,2,2015,2020,1,2014,2014,0,,,17,2012,2014
,Reginaldo dos Santos Silva,4,2004,2005,0,,,0,,,0,,,0,,,0,,,0,,
0045161373480592,Sebastião Pereira marciano,3,2007,2007,0,,,0,,,9,2003,1999,5,2003,2000,0,,,0,,
0045162730042750,Sandro Ribeiro da Silva,0,,,0,,,0,,,0,,,0,,,0,,,1,2008,2008
0045180617503224,Ana Rita Barreto Bernardes,1,2021,2021,0,,,0,,,0,,,0,,,0,,,26,2013,2008
0045186536131517,Angélica Eulália Fernandes Spirandelli de Queiroz,0,,,0,,,0,,,1,2006,2006,0,,,0,,,1,2014,2014
0045196477142428,Kátia Rezende Rodrigues,1,2021,2021,0,,,2,2019,2020,1,2017,2017,0,,,0,,,6,2015,2020
0045205435400958,Kárin Klem Lima,1,2017,2017,2,2014,2014,0,,,6,2016,2019,0,,,0,,,11,2016,2016
0045242212998284,Zedenil Rodrigues Mendes,2,2018,2012,0,,,1,2020,2020,0,,,4,2012,2012,0,,,12,2015,2015
0045262505257409,Luana Karoline Pereira,1,2018,2018,0,,,0,,,8,2010,2018,2,2010,2009,0,,,0,,
0045270753467433,Ives Mauro Silva da Costa Junior,1,2006,2006,0,,,0,,,3,2003,2004,9,2003,2005,2,2001,2001,0,,
0045300293618320,Diego José Cifuentes,5,2010,2016,0,,,2,2015,2015,1,2015,2015,1,2016,2016,0,,,2,2011,2000
0045303712115417,Carla Luciana Pereira de Almeida,0,,,0,,,0,,,0,,,0,,,0,,,5,2007,2009
0045311410272905,Márcia Christina Iafigliola,4,1998,2000,0,,,0,,,3,2000,2000,2,2000,2007,0,,,0,,
0045324273809454,Tiago Evaldo Freitag,1,2019,2019,0,,,0,,,1,2013,2013,0,,,2,2012,2011,1,2011,2011
0045326608766838,Raquel dos Santos Beckmann,0,,,0,,,0,,,0,,,1,2010,2010,0,,,0,,
0045331137303393,Victor Hugo Nunes Moreira,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0045336902328960,Elton Jorge da Silva,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0045366579310432,Alexandre Lunardi,1,2008,2008,2,2015,2010,0,,,0,,,0,,,0,,,1,2013,2013
0045369146598202,Edson Franciscato Mortari,0,,,0,,,1,2015,2015,0,,,0,,,0,,,0,,
0045389596767850,Cicero Barbosa dos Santos,2,2004,2009,0,,,0,,,13,1996,2011,1,2005,2005,2,2016,2016,5,2006,2006
0045392446668924,Fábio Francisco Taborda,0,,,0,,,1,2014,2014,0,,,0,,,0,,,0,,
0045409815160054,Valeria Andrade de Castro,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0045422243237839,Raphael Valentino Marques de Lima,3,2010,2014,0,,,0,,,0,,,4,2006,2008,0,,,0,,
0045457458246079,Marco Antonio da Silva,5,2013,2017,2,2018,2020,2,2017,2020,0,,,0,,,1,2013,2013,13,2009,2015
0045465087437997,Silvana dos Santos Silva,0,,,0,,,0,,,1,2016,2016,0,,,2,2019,2021,1,2018,2018
0045475168748751,Cristiano Barreto Bomfim,0,,,0,,,0,,,0,,,0,,,0,,,7,2008,2016
0045487400729848,Maria Cristina Fellet,2,2000,1998,0,,,1,2001,2001,1,1996,1996,6,1993,1993,0,,,0,,
0045502056601031,Delmindo Luiz Rosa,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0045509056295949,Roberto Oliveira Santos,1,2017,2017,0,,,1,2018,2018,6,2015,2015,0,,,0,,,0,,
0045518552574854,Jorge Fernando Lobato Sarges,0,,,0,,,0,,,0,,,0,,,0,,,1,2018,2018
0045523986404806,Fabio de Moraes Canedo,0,,,0,,,0,,,0,,,0,,,0,,,1,2019,2019
0045527119288196,Paul Fabié,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0045565191293752,Jose Maria Morais,0,,,0,,,0,,,0,,,0,,,0,,,6,1997,1989
0045590024451061,Fernanda Rios da Silva,4,2018,2021,0,,,2,2021,2021,0,,,16,2012,2017,0,,,27,2012,2021
0045609052736856,Flávio Remi Rahmeier,0,,,0,,,0,,,0,,,0,,,0,,,0,,
,Nivaldo Destro,8,1991,1995,0,,,1,1993,1993,3,1990,1996,0,,,0,,,0,,
0045655287630476,Emerson Marcello Ferreira Anastácio,0,,,0,,,0,,,3,2017,2017,8,2007,2011,1,2008,2008,4,2007,2010
0045668326078375,Danielle Kaeser Merola,0,,,0,,,0,,,3,2007,2008,6,2007,2008,0,,,8,2007,2008
0045724219565923,Tarsila Tonsig Garcia Teijeiro,1,2020,2020,0,,,0,,,2,2020,2021,0,,,1,2021,2021,5,2020,2019
0045757077912578,Aline Luquini Pereira,0,,,0,,,1,2020,2020,3,2015,2019,0,,,0,,,11,2008,2019
0045760199337778,Henry Silvério Mendes,0,,,0,,,0,,,10,2003,2008,0,,,0,,,0,,
0045780263220157,Everson Rodrigues de Castro,4,2017,2020,0,,,3,2018,2019,4,2017,2021,0,,,0,,,14,2013,2014
0045789044623620,Diego Moura de Oliveira Silva,0,,,0,,,0,,,0,,,0,,,0,,,1,2018,2018
0045797500867969,Décio Viana da Silva,0,,,0,,,0,,,0,,,0,,,0,,,7,2008,2013
0045798630932046,Margarete Cazzolato Sula,0,,,1,2017,2017,1,2018,2018,0,,,1,2019,2019,0,,,1,2007,2007
0045800941212868,Claudia Louback do Nascimento,0,,,0,,,0,,,1,2005,2005,2,2005,2004,0,,,0,,
0045813332542383,Karina Emanuella Peixoto de Souza Gomes,3,2007,2010,0,,,0,,,0,,,4,2003,2003,1,2003,2003,4,2003,2008
0045814269607428,Renata Brasil de Azevedo Lira,0,,,0,,,0,,,0,,,0,,,0,,,2,2016,2018
0045862225928551,Elizabeth Angélica Santos Siqueira,6,1988,1991,8,1995,2009,8,1990,2009,45,1984,2009,4,2002,2004,1,2005,2005,14,2001,2004
0045880758200708,Hugo Campos Loureiro,2,2019,2017,0,,,0,,,0,,,2,2010,2010,0,,,1,2016,2016
0045881749927611,Márcio Bento de Moura,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0045883103432151,Guilherme Schuvenke dos Reis,0,,,0,,,0,,,0,,,0,,,0,,,1,2016,2016
,Sergio Ribeiro Granja,0,,,1,1996,1996,0,,,1,2007,2007,0,,,0,,,0,,
0045909522479116,Hevellyn Cruz dos Santos,0,,,0,,,0,,,0,,,0,,,0,,,2,2015,2017
0045929720671372,Fernanda dos Santos Meotti,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0045931206873194,Ândrea Aline Rosa de Souza,0,,,0,,,0,,,7,2009,2011,0,,,0,,,7,2009,2010
0045932767504831,Christiano Pereira de Almeida,6,2007,2020,0,,,0,,,1,2012,2012,7,2004,2004,0,,,30,2004,2004
0045949765278145,Ismênia Resende Fonseca,0,,,0,,,0,,,11,2001,2005,0,,,0,,,0,,
0045969995519948,Kaline Soares da Costa,0,,,0,,,0,,,0,,,0,,,5,2010,2015,13,2009,2015
0045973890042869,Dilana Ferreira da Silva,0,,,0,,,0,,,0,,,0,,,0,,,6,2013,2012
0045979056223226,Emmerson Aguilar de Oliveira,0,,,0,,,2,2017,2017,6,2015,2015,0,,,0,,,7,2010,2016
0046013236350872,Patricia Maria Galvão Cintra Mortara,0,,,0,,,4,2004,2004,0,,,0,,,0,,,1,2008,2008
0046032290505899,Laura Elizabeth Ferreyra,2,2016,2016,0,,,0,,,0,,,3,2003,2004,0,,,6,2004,2004
0046065711610681,Rodrigo Carneiro Vieira,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0046072130039832,Marcos Christino Gama de Almeida,2,2018,2020,0,,,0,,,0,,,2,2013,2012,1,2020,2020,4,2015,2011
0046078780450140,Agord de Matos Pinto Júnior,1,2021,2021,0,,,4,2019,2019,9,2015,2021,3,2017,2019,0,,,2,2015,2016
,Keila da Costa e Silva,0,,,0,,,0,,,0,,,0,,,0,,,2,2006,2006
0046117804178650,Silmara Christina Rodrigues de Assis,1,2017,2017,0,,,0,,,0,,,11,2007,2006,1,2015,2015,45,2007,2006
0046124413733040,Luana Suemi Fujita,2,2021,2021,0,,,4,2018,2020,0,,,0,,,2,2018,2019,5,2016,2019
0046147905814881,Natalia Fernandes Teixeira Alves,4,2019,2020,0,,,1,2020,2020,33,2013,2020,25,2016,2018,3,2020,2020,37,2015,2017
0046148728468404,Mariana Frederico Areia,1,2012,2012,0,,,0,,,0,,,0,,,0,,,0,,
0046160465979234,Rodolfo Braga Reimberg,1,2015,2015,0,,,0,,,0,,,0,,,0,,,2,2012,2011
0046171208377897,Luiz Guilherme Bergamaschi Bueloni,0,,,0,,,0,,,3,2013,2013,0,,,0,,,0,,
0046212182027238,Samuel Alvarenga Gonçalves,24,2010,2007,3,2019,2018,6,2019,2018,0,,,0,,,0,,,1,2019,2019
0046222668327042,Cleane do Socorro da Silva Pinheiro,4,2013,2012,1,2020,2020,0,,,7,2006,2016,0,,,0,,,22,2007,2021
0046228420237765,Adriano de Oliveira Martins,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0046287798216871,Marina Silveira Pelegrino,2,2014,2008,0,,,0,,,2,2009,2009,5,2007,2013,0,,,0,,
0046294180740708,Eliana Cristina Rueda,2,1994,1999,0,,,0,,,0,,,0,,,0,,,7,2002,1998
0046295261211278,Orácio Carvalho Ribeiro Junior,17,2011,2021,1,2021,2021,12,2019,2021,2,2011,2015,102,2011,2021,11,2014,2020,114,2011,2021
0046297459240640,Marcelo Alexandre Correia da Silva,3,2007,2006,0,,,0,,,13,2003,2018,4,2005,2005,0,,,2,2006,2007
0046297696014196,Geraldo Lira de Souza,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0046316442606406,Jairo Dias Inocêncio,1,2013,2013,0,,,0,,,1,2013,2013,0,,,0,,,0,,
0046318868298685,Éden Eduardo Alves Ribeiro,5,2020,2018,0,,,0,,,0,,,1,2013,2013,14,2013,2012,14,2015,2014
0046321810093405,Angélica Dayane Sena de Oliveira Lima,1,2016,2016,0,,,0,,,2,2019,2021,2,2019,2019,1,2019,2019,8,2015,2021
0046344930753509,Marlene Teresinha Trott,1,2003,2003,0,,,0,,,2,2003,2003,2,2003,2004,0,,,0,,
0046357965587643,Sanara de Santana Rocha,0,,,0,,,0,,,1,2018,2018,0,,,0,,,13,2017,2019
0046362129659166,Marisa Rowinski,0,,,0,,,0,,,5,2001,2003,2,2005,2005,0,,,0,,
0046363708966309,Roberta de Moura Ertel,3,2018,2019,1,2020,2020,7,2017,2020,2,2018,2018,3,2013,2017,2,2017,2019,14,2013,2017
0046374408938510,Wagner Gonçalves Campos Neto,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0046388895944251,Alice Silva Tocchetto,0,,,1,2001,2001,2,2009,2008,1,2003,2003,0,,,0,,,0,,
0046391952821938,Grasiela de Souza Thomsen Giorgi,0,,,1,2018,2018,0,,,0,,,0,,,0,,,0,,
0046399110593321,Lia Ribeiro de Azevedo da Silva,0,,,0,,,0,,,5,2014,2016,0,,,0,,,1,2019,2019
0046406263084573,Christine Kalvelage Philippi,3,2003,2004,0,,,0,,,0,,,40,2001,2010,0,,,36,1999,2010
0046462971570968,Juliana Aguiar Santana Benevides,2,2014,2012,0,,,0,,,5,2012,2012,0,,,0,,,26,2012,2013
0046468189169307,Fábio Mulazzani da Luz,9,2011,2010,0,,,0,,,1,2018,2018,9,2010,2010,0,,,11,2009,2010
0046495931524442,Carolina Calôba Oliveira de Mattos Cruz,1,2021,2021,0,,,0,,,0,,,5,2017,2019,0,,,15,2018,2019
0046535721349104,Amália Maria de Queiroz Rolim,0,,,0,,,0,,,0,,,0,,,0,,,3,2015,2016
0046535753587420,Breno Douglas Dantas Oliveira,0,,,1,2018,2018,4,2017,2018,0,,,0,,,0,,,32,2009,2011
0046568516226076,Fernando José Breda Pessôa,1,2007,2007,1,2017,2017,6,2006,2015,1,2001,2001,1,2004,2004,0,,,3,2015,2014
0046660896921944,Gabriela Dornelles Bittencourt,9,2014,2021,0,,,0,,,6,2013,2015,11,2013,2016,0,,,7,2013,2018
0046666173134694,Gabriela Lapa Teles Barbosa,1,2018,2018,0,,,0,,,2,2017,2017,2,2018,2017,0,,,7,2016,2008
0046666887505186,Fabrício Jonathas Alves da Silva,4,2014,2013,0,,,8,2013,2019,0,,,0,,,0,,,6,2012,2014
0046670333805928,Adans Agustín Colmán,2,2014,2014,0,,,2,2011,2013,0,,,0,,,0,,,0,,
0046678737403832,Thiago Miguel Lopes Ribeiro Cunha Sabino,1,2015,2015,0,,,0,,,0,,,0,,,0,,,0,,
0046703908277698,Flávia Regina Martoni de Oliveira,3,2006,2016,0,,,1,2006,2006,0,,,9,2003,2005,1,2005,2005,13,2003,2018
0046728966056368,Tauana Fernandes Vasconcelos,2,2021,2020,0,,,0,,,0,,,1,2021,2021,0,,,8,2017,2021
0046742192084902,Leila Pereira Neves Ramos,10,2017,2019,0,,,0,,,0,,,37,2015,2019,30,2015,2018,0,,
,Dilaina Paula dos Santos,0,,,1,2006,2006,2,1999,2005,0,,,4,2000,2002,0,,,2,2002,2003
0046783764612857,Márcio Luís Günther,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0046814339526160,Muhammad Tariq,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0046829944715274,Valéria Cristina Castanho de Almeida,4,2003,2003,1,2015,2015,3,2002,2016,0,,,0,,,0,,,2,2018,2017
0046858427862600,Vitor Grando da Silva Pereira,4,2014,2016,0,,,0,,,0,,,0,,,0,,,0,,
0046859018903139,Geisa Pelissari Silvério,4,2014,2018,0,,,0,,,8,2009,2014,0,,,0,,,4,2008,2015
,Heitor Corrêa Barbin,0,,,0,,,0,,,1,1998,1998,0,,,0,,,0,,
0046889546545358,Sebastião Luís Petronilho de Castro,0,,,0,,,0,,,0,,,0,,,0,,,2,2011,2010
0046933700559948,Emily Christie Maia Fonseca,0,,,0,,,0,,,0,,,3,2012,2012,0,,,7,2012,2013
0046953317727011,Pierri Araujo Porciuncula,0,,,0,,,0,,,0,,,2,2018,2018,1,2018,2018,8,2014,2018
0046990642209546,Cristiane de Moura Cruz Oliveira,0,,,0,,,0,,,1,2009,2009,1,2008,2008,0,,,2,2009,2008
0046991744783828,Flávia Albuquerque Magalhães,2,2014,2017,0,,,0,,,3,2003,2003,10,2017,2019,0,,,10,2003,2019
0046991945497388,Roberto Aguiar Santana,0,,,0,,,0,,,1,2002,2002,0,,,0,,,0,,
0046994771139583,Janilma Barros da Silva,0,,,0,,,0,,,0,,,0,,,0,,,15,2013,2017
0047008119545529,Luci Keiko Kuromoto de Castro,1,2010,2010,0,,,1,2006,2006,0,,,1,2006,2006,0,,,1,2006,2006
0047008713963422,Renato Interliche,2,2011,2009,0,,,1,2012,2012,0,,,0,,,0,,,0,,
0047016162432307,Joilma Silva Carneiro,2,2015,2020,0,,,0,,,1,2019,2019,1,2017,2017,0,,,7,2009,2006
,José Britti Bacalhau,0,,,0,,,0,,,1,2012,2012,0,,,0,,,3,2006,2006
0047063811533519,Gregory Acacio Seibert Oliveira,2,2016,2016,0,,,0,,,2,2018,2018,0,,,0,,,0,,
0047135708855902,Natália Sanches Taffarel,0,,,0,,,0,,,0,,,0,,,0,,,1,2017,2017
0047140206360742,Flávio Lúcio Pinto,0,,,0,,,1,2008,2008,0,,,0,,,0,,,3,2007,2009
0047148225708583,Jackeline de Freitas Costa,0,,,0,,,1,2019,2019,2,2017,2019,5,2017,2017,0,,,11,2013,2017
0047155822371492,Rogélio Paulino Luetke,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0047172708620543,Yesica Nunez Pumariega,21,2011,2015,1,2017,2017,2,2020,2020,0,,,17,2011,2011,0,,,2,2017,2014
0047177915903830,Robson de Sousa Ferreira,11,2013,2021,0,,,0,,,0,,,18,2012,2013,0,,,20,2015,2021
0047182170734846,Vanderson Esperidião Antonio,38,2004,2013,1,2012,2012,14,2007,2008,1,2007,2007,45,2007,2008,2,2007,2007,73,2008,2008
,Marcos Cabral Damiani,1,2002,2002,0,,,0,,,8,2000,2000,2,2000,2000,0,,,0,,
0047205252590113,Felipe Manoel Zangari Flor,1,2020,2020,0,,,1,2017,2017,3,2017,2020,1,2010,2010,0,,,6,2016,2018
0047219632595100,Gilse Aparecida Almeida Guimarães Araruna,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0047222225476106,Paula Borghi De Mendonca,2,2017,2020,0,,,0,,,0,,,0,,,0,,,1,2021,2021
0047223123726393,Hugo Demattos Nogueira,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0047226149157660,Juliana Lucas Monteiro,0,,,0,,,0,,,0,,,4,2017,2017,0,,,9,2013,2012
0047283092124095,Lívia Mariana Lopes de Souza Torres,4,2011,2012,0,,,0,,,17,2011,2011,0,,,0,,,0,,
,Luís Mário Taschetto Perlini,0,,,0,,,1,2003,2003,0,,,0,,,0,,,0,,
0047360063562107,Thiago Marcantonio Ferreira,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0047363382979793,Simone de Freitas de Souza,0,,,0,,,0,,,0,,,0,,,0,,,6,2011,2011
0047387092206369,Rose Maria dos Passos,1,2016,2016,1,2016,2016,7,2015,2016,1,2015,2015,0,,,0,,,6,2015,2016
0047403340348381,Maria Izabel da Silva Sampaio,0,,,0,,,0,,,0,,,0,,,0,,,0,,
,Márcia Valéria Colli,4,2005,2011,0,,,1,2010,2010,0,,,0,,,0,,,8,1983,2010
0047433884766266,Mayra Caroliny de Oliveira Santos,8,2014,2014,1,2018,2018,0,,,2,2013,2013,15,2013,2017,8,2015,2016,1,2020,2020
,Heloisa Maria Fiuza Boxwell,0,,,0,,,0,,,0,,,0,,,0,,,0,,
,Selma Vilela Borges,1,2003,2003,0,,,0,,,1,2003,2003,0,,,0,,,2,2008,2003
0047479230346874,Adelino Jacó Seibt,0,,,4,2009,2006,40,2012,2013,0,,,0,,,0,,,3,2013,2013
0047488903558780,Cristina Helena Bovo Batista Dias,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0047520955066599,Fabio Mucio Stinghen,5,2013,2013,0,,,1,2010,2010,0,,,0,,,0,,,3,2014,2019
0047521500954576,Paulo Ricardo Alves dos Reis Santos,3,2017,2021,0,,,0,,,8,2018,2020,0,,,2,2019,2019,5,2016,2019
0047528643864809,Taís Paranhos do Nascimento,1,2017,2017,0,,,2,2013,2017,4,2011,2011,0,,,0,,,7,2009,2009
0047575855272793,Daniel Moussalem Apolonio,0,,,0,,,0,,,6,2011,2014,0,,,0,,,7,2010,2013
0047580457294340,Ana Nery Rodrigues Carneiro,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0047589723804382,Rosângela Vieira Rocha,7,2004,2005,12,1990,2005,7,2004,2006,0,,,0,,,0,,,2,2017,2010
0047589943908495,Matheus Pereira Peon Diniz,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0047591121975755,Thiago Rosa Vaz,0,,,0,,,1,2009,2009,0,,,0,,,0,,,1,2009,2009
,Suseny Maia Teles Ruffini,0,,,0,,,0,,,1,2008,2008,1,2009,2009,0,,,4,2006,2008
0047681681311374,Andrea Walder Zanatti,2,2018,2013,0,,,2,2017,2018,0,,,1,2012,2012,0,,,4,2012,2012
0047717786020436,Otávio Zilioli Catelano,0,,,0,,,1,2020,2020,0,,,0,,,0,,,8,2017,2019
0047717874020584,Hanilma Silva Rodrigues,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0047738577191128,Flávio Azevedo Neves Amarante,0,,,0,,,0,,,1,2018,2018,0,,,0,,,1,2012,2012
0047740574289135,Marcia Vilas Boas Avellar Arantes,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0047759291145334,Michele Macedo dos Santos,2,2014,2015,0,,,0,,,2,2010,2014,0,,,0,,,8,2009,2009
0047765915764355,Ivnna Gurniski de Oliveira,0,,,9,2013,2013,1,2014,2014,1,2015,2015,0,,,0,,,6,2006,2007
,Kiára Mendonça,2,2003,2003,0,,,0,,,0,,,11,2000,2004,0,,,0,,
0047776969955729,Davi Leonard Barbieri,12,2006,2007,0,,,0,,,0,,,0,,,0,,,0,,
0047792709746259,Thais Aparecida Mendes,4,2018,2019,0,,,0,,,2,2018,2018,5,2015,2015,5,2014,2018,1,2015,2015
0047793941213448,Vera Lucia Kogler,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0047804120449685,Deinne Airles da Silva,10,2010,2017,0,,,0,,,6,2009,2010,6,2010,2013,4,2013,2013,16,2009,2014
0047817213808085,Henrique Pereira Aquino,0,,,0,,,0,,,0,,,1,2004,2004,0,,,12,2003,2009
0047832268197786,Valeria Miranda dos Santos,0,,,0,,,0,,,0,,,0,,,0,,,2,2004,2004
0047839525111110,Luiz Júnio de Santiago Almeida,0,,,0,,,1,2015,2015,0,,,0,,,1,2010,2010,7,2010,2013
0047840662528112,Paula Ribeiro Ciochetto,1,2017,2017,0,,,1,2019,2019,4,2008,2018,8,2008,2020,2,2006,2019,19,2008,2017
0047843539663459,André Gomes Giori,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0047914684865705,Elenara Borges Silveira Franzoi,0,,,0,,,2,2017,2017,0,,,10,2013,2015,1,2017,2017,45,2010,2016
0047933278283862,Rodrigo Fernandes Cabral,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0047937006372606,Antônio Oliveira de Andrade Guimarães Júnior,0,,,0,,,0,,,0,,,0,,,0,,,1,2012,2012
0047940010877678,Franciele de Fátima Silva Braga,0,,,0,,,0,,,0,,,0,,,0,,,10,2017,2019
0047961858783532,Jorge Henrique Fernandes de Lima,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0047984169453314,Katia Maria dos Santos Calegaro,0,,,0,,,1,2008,2008,9,1999,2006,5,2004,2006,5,2000,2000,7,1999,2006
0047994357021409,Maurilio De Jesus Silva Filho,1,2015,2015,0,,,0,,,0,,,0,,,0,,,0,,
0047997620452610,Graziela Barp,0,,,0,,,0,,,1,2018,2018,0,,,0,,,7,2002,2016
,Adalberto Anibal Monteiro Caetano,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0048006040406475,Julia Wartchow,0,,,0,,,2,2012,2015,2,2013,2011,0,,,0,,,3,2002,2011
0048011412663998,Welson Haverton Lassali Rodrigues,0,,,1,2017,2017,0,,,0,,,0,,,0,,,0,,
0048034749676615,Lázaro Robson de Araújo Brito Pereira,0,,,0,,,0,,,0,,,14,2007,2008,0,,,12,2015,2015
0048049609360436,Natália Regina de Souza Araújo,3,2018,2018,0,,,0,,,0,,,3,2017,2017,1,2021,2021,1,2020,2020
0048069566506302,Arcelo Luis Pereira,3,2020,2021,0,,,0,,,5,2009,2009,2,2009,2009,0,,,3,2009,2020
0048073184674985,Antonio Aritan de Oliveira Ventura,1,2013,2013,0,,,0,,,0,,,0,,,0,,,0,,
0048080715190500,Felipe Campos von Sperling,1,2013,2013,0,,,0,,,0,,,0,,,0,,,0,,
0048099615303835,Julio César Jut Solórzano,11,2016,2019,0,,,0,,,0,,,0,,,2,2016,2016,4,2012,2017
0048106200054857,Shearley Lima Teixeira,0,,,0,,,4,2019,2020,4,2018,2019,5,2019,2019,0,,,1,2016,2016
0048114579427059,Amarildo de Souza Nogueira,0,,,1,2012,2012,0,,,0,,,0,,,0,,,16,2010,2008
0048117415220586,Milton Léo,1,1970,1970,0,,,0,,,0,,,0,,,0,,,0,,
,Carmen Osorio Hernández,0,,,0,,,1,2006,2006,0,,,0,,,0,,,3,2006,2007
0048131102357478,Lara Dos Santos Lopes Da Silva,0,,,0,,,0,,,1,2014,2014,1,2013,2013,1,2013,2013,2,2013,2013
0048139189564802,Julio Rocha Pimenta,4,2008,2009,0,,,0,,,0,,,0,,,0,,,21,2008,2012
0048162345475803,Geovani de Oliveira Ribeiro,10,2018,2021,0,,,0,,,0,,,9,2012,2013,0,,,5,2012,2014
0048166710126048,Gleydson Paiva Muniz,0,,,0,,,0,,,1,2007,2007,0,,,0,,,0,,
0048168322514596,Cleison Daniel Costa,1,2013,2013,0,,,0,,,0,,,0,,,0,,,1,2013,2013
0048169466229704,Alcinéia Oliveira Damião,1,2014,2014,0,,,0,,,0,,,3,2007,2007,1,2006,2006,5,2010,2007
,Valéria Fernandes de Souza Pinho,2,2005,2007,0,,,0,,,0,,,6,1998,2011,0,,,1,1999,1999
0048193183893672,Márcia Denise dos Santos Lamas Dalmaso,4,2018,2018,0,,,0,,,0,,,0,,,0,,,5,1991,2010
0048218301780983,Felipe Fidelis Schauenburg,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0048254425954602,Amanda Maria Oliveira e Sá Silva,1,2016,2016,0,,,0,,,0,,,0,,,0,,,1,2014,2014
0048268730119151,Sueli Marcia Pereira Barbosa,0,,,0,,,2,2020,2018,0,,,0,,,0,,,2,2004,2010
0048282621210048,Aline Cervi Imhof,3,2018,2017,0,,,0,,,1,2017,2017,0,,,0,,,0,,
0048335911699549,Alexsander Silva Mucheti,0,,,0,,,1,2019,2019,9,2012,2016,0,,,0,,,0,,
0048351295007978,Manuela Grazziotin Teixeira Lopes,2,2016,2015,0,,,0,,,1,2007,2007,0,,,0,,,5,2017,2016
0048353622403262,Walciria Alves da Silva,2,2013,2015,0,,,0,,,3,2010,2008,6,2008,2010,2,2009,2011,0,,
0048354290087150,João Eduardo Braz de Carvalho,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0048354488324739,Rodrigo Barbosa Hilario,2,2018,2019,0,,,0,,,0,,,0,,,0,,,12,2016,2015
0048369574414652,Patrícia Salerno de Almeida Picanço,5,1996,1998,1,2006,2006,6,2006,2018,0,,,48,2004,2017,0,,,63,2004,2005
0048373018338985,William Tenório Quintela,2,2018,2016,0,,,1,2016,2016,0,,,0,,,0,,,0,,
,Laura Amábile de Carvalho Ferreira Camarani,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0048388692182274,Verailda Maciel da Silva,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0048404075545792,Zenóbia de Fátima Bruno da Silva,0,,,0,,,0,,,0,,,5,2002,2005,0,,,3,2002,2002
0048422516449492,Plínio Ribeiro Rodrigues,16,2011,2021,0,,,0,,,8,2016,2016,8,2011,2018,0,,,15,2013,2014
0048427449861205,Laio Monteiro Brandão,2,2015,2014,0,,,1,2014,2014,0,,,0,,,0,,,1,2015,2015
0048435384182774,Luciano Lerner Basso,0,,,0,,,0,,,0,,,0,,,0,,,5,2006,2007
0048455593577338,Bruno Rodrigues Gomes,0,,,0,,,0,,,0,,,0,,,0,,,0,,
0048474288681068,Murilo Siqueira Comério,1,2020,2020,2,2019,2021,4,2019,2021,0,,,0,,,0,,,1,2020,2020
0048540496734435,Sarah Signe do Nascimento,1,2020,2020,0,,,1,2020,2020,0,,,0,,,0,,,16,2017,2017
0048563164708095,Karolina Vieira da Silva Bastos,1,2013,2013,0,,,1,2017,2017,1,2007,2007,1,2016,2016,1,2016,2016,5,2013,2015
0048571872145620,Adriano Guedes de Carvalho,0,,,0,,,0,,,0,,,0,,,0,,,1,2010,2010
